problem;instance;n;algorithm;budget;parameters;run;fitness;nfev;time
lop;N-p50-02;;cego-er0;400;;3;19071;268;
lop;N-p50-02;;cego-er0;100;;4;21577;99;
lop;N-p50-02;;cego-er0;200;;4;19878;188;
lop;N-p50-02;;cego-er0;400;;4;19017;349;
lop;N-p50-02;;cego-er0;100;;5;21247;88;
lop;N-p50-02;;cego-er0;200;;5;19791;196;
lop;N-p50-02;;cego-er0;400;;5;19014;347;
lop;N-p50-02;;cego-er0;100;;6;23086;86;
lop;N-p50-02;;cego-er0;200;;6;20724;179;
lop;N-p50-02;;cego-er0;400;;6;19738;368;
lop;N-p50-02;;cego-er0;100;;7;21718;99;
lop;N-p50-02;;cego-er0;200;;7;20088;196;
lop;N-p50-02;;cego-er0;400;;7;19071;343;
lop;N-p50-02;;cego-er0;100;;8;22266;75;
lop;N-p50-02;;cego-er0;200;;8;20398;183;
lop;N-p50-02;;cego-er0;400;;8;18900;391;
lop;N-p50-02;;cego-er0;100;;9;21192;99;
lop;N-p50-02;;cego-er0;200;;9;19871;197;
lop;N-p50-02;;cego-er0;400;;9;19309;340;
lop;N-p50-02;;cego-er0;100;;10;22126;96;
lop;N-p50-02;;cego-er0;200;;10;20536;197;
lop;N-p50-02;;cego-er0;400;;10;19153;355;
lop;N-sgb75.01;;cego-er0;100;;1;2040448;94;
lop;N-sgb75.01;;cego-er0;200;;1;1966697;182;
lop;N-sgb75.01;;cego-er0;400;;1;1891220;398;
lop;N-sgb75.01;;cego-er0;100;;2;2150135;95;
lop;N-sgb75.01;;cego-er0;200;;2;1983127;182;
lop;N-sgb75.01;;cego-er0;400;;2;1921883;249;
lop;N-sgb75.01;;cego-er0;100;;3;2014398;99;
lop;N-sgb75.01;;cego-er0;200;;3;1934676;167;
lop;N-sgb75.01;;cego-er0;400;;3;1886777;366;
lop;N-sgb75.01;;cego-er0;100;;4;2096077;97;
lop;N-sgb75.01;;cego-er0;200;;4;2036018;184;
lop;N-sgb75.01;;cego-er0;400;;4;1929930;359;
lop;N-sgb75.01;;cego-er0;100;;5;2087842;45;
lop;N-sgb75.01;;cego-er0;200;;5;1995486;198;
lop;N-sgb75.01;;cego-er0;400;;5;1943882;396;
lop;N-sgb75.01;;cego-er0;100;;6;1970394;100;
lop;N-sgb75.01;;cego-er0;200;;6;1931660;195;
lop;N-sgb75.01;;cego-er0;400;;6;1860493;359;
lop;N-sgb75.01;;cego-er0;100;;7;2018158;75;
lop;N-sgb75.01;;cego-er0;200;;7;1968796;184;
lop;N-sgb75.01;;cego-er0;400;;7;1873411;377;
lop;N-sgb75.01;;cego-er0;100;;8;2032693;69;
lop;N-sgb75.01;;cego-er0;200;;8;1884398;184;
lop;N-sgb75.01;;cego-er0;400;;8;1864874;350;
lop;N-sgb75.01;;cego-er0;100;;9;2006017;89;
lop;N-sgb75.01;;cego-er0;200;;9;1971770;166;
lop;N-sgb75.01;;cego-er0;400;;9;1877332;388;
lop;N-sgb75.01;;cego-er0;100;;10;1959357;77;
lop;N-sgb75.01;;cego-er0;200;;10;1942491;177;
lop;N-sgb75.01;;cego-er0;400;;10;1885530;375;
lop;N-sgb75.02;;cego-er0;100;;1;2001656;93;
lop;N-sgb75.02;;cego-er0;200;;1;1905402;181;
lop;N-sgb75.02;;cego-er0;400;;1;1833645;388;
lop;N-sgb75.02;;cego-er0;100;;2;1938939;53;
lop;N-sgb75.02;;cego-er0;200;;2;1936737;103;
lop;N-sgb75.02;;cego-er0;400;;2;1819787;399;
lop;N-sgb75.02;;cego-er0;100;;3;2165029;6;
lop;N-sgb75.02;;cego-er0;200;;3;2121786;183;
lop;N-sgb75.02;;cego-er0;400;;3;2110235;212;
lop;N-sgb75.02;;cego-er0;100;;4;2020147;94;
lop;N-sgb75.02;;cego-er0;200;;4;1956834;175;
lop;N-sgb75.02;;cego-er0;400;;4;1886282;340;
lop;N-sgb75.02;;cego-er0;100;;5;2057094;92;
lop;N-sgb75.02;;cego-er0;200;;5;2003709;196;
lop;N-sgb75.02;;cego-er0;400;;5;1907159;385;
lop;N-sgb75.02;;cego-er0;100;;6;1952302;100;
lop;N-sgb75.02;;cego-er0;200;;6;1898376;181;
lop;N-sgb75.02;;cego-er0;400;;6;1868579;365;
lop;N-sgb75.02;;cego-er0;100;;7;2019832;68;
lop;N-sgb75.02;;cego-er0;200;;7;1949472;193;
lop;N-sgb75.02;;cego-er0;400;;7;1888121;367;
lop;N-sgb75.02;;cego-er0;100;;8;2017177;100;
lop;N-sgb75.02;;cego-er0;200;;8;1975153;191;
lop;N-sgb75.02;;cego-er0;400;;8;1918144;374;
lop;N-sgb75.02;;cego-er0;100;;9;2011373;96;
lop;N-sgb75.02;;cego-er0;200;;9;1917565;200;
lop;N-sgb75.02;;cego-er0;400;;9;1898276;310;
lop;N-sgb75.02;;cego-er0;100;;10;1900882;97;
lop;N-sgb75.02;;cego-er0;200;;10;1861816;168;
lop;N-sgb75.02;;cego-er0;400;;10;1827790;325;
lop;N-t59b11xx;;cego-er0;100;;1;112575;95;
lop;N-t59b11xx;;cego-er0;200;;1;104180;200;
lop;N-t59b11xx;;cego-er0;400;;1;98815;381;
lop;N-t59b11xx;;cego-er0;100;;2;127135;90;
lop;N-t59b11xx;;cego-er0;200;;2;115125;192;
lop;N-t59b11xx;;cego-er0;400;;2;107105;394;
lop;N-t59b11xx;;cego-er0;100;;3;130815;100;
lop;N-t59b11xx;;cego-er0;200;;3;120425;198;
lop;N-t59b11xx;;cego-er0;400;;3;107165;358;
lop;N-t59b11xx;;cego-er0;100;;4;126230;99;
lop;N-t59b11xx;;cego-er0;200;;4;117865;194;
lop;N-t59b11xx;;cego-er0;400;;4;98750;368;
lop;N-t59b11xx;;cego-er0;100;;5;116245;100;
lop;N-t59b11xx;;cego-er0;200;;5;108800;171;
lop;N-t59b11xx;;cego-er0;400;;5;100885;381;
lop;N-t59b11xx;;cego-er0;100;;6;121015;95;
lop;N-t59b11xx;;cego-er0;200;;6;113340;195;
lop;N-t59b11xx;;cego-er0;400;;6;103155;399;
lop;N-t59b11xx;;cego-er0;100;;7;118470;98;
lop;N-t59b11xx;;cego-er0;200;;7;112635;198;
lop;N-t59b11xx;;cego-er0;400;;7;104965;399;
lop;N-t59b11xx;;cego-er0;100;;8;125990;96;
lop;N-t59b11xx;;cego-er0;200;;8;104635;194;
lop;N-t59b11xx;;cego-er0;400;;8;98195;354;
lop;N-t59b11xx;;cego-er0;100;;9;111275;92;
lop;N-t59b11xx;;cego-er0;200;;9;105175;180;
lop;N-t59b11xx;;cego-er0;400;;9;98535;322;
lop;N-t59b11xx;;cego-er0;100;;10;123695;96;
lop;N-t59b11xx;;cego-er0;200;;10;110990;186;
lop;N-t59b11xx;;cego-er0;400;;10;106510;392;
lop;N-t59d11xx;;cego-er0;100;;1;13976;100;
lop;N-t59d11xx;;cego-er0;200;;1;13094;145;
lop;N-t59d11xx;;cego-er0;400;;1;12820;366;
lop;N-t59d11xx;;cego-er0;100;;2;21907;91;
lop;N-t59d11xx;;cego-er0;200;;2;16576;181;
lop;N-t59d11xx;;cego-er0;400;;2;13939;370;
lop;N-t59d11xx;;cego-er0;100;;3;21472;96;
lop;N-t59d11xx;;cego-er0;200;;3;13145;194;
lop;N-t59d11xx;;cego-er0;400;;3;12044;388;
lop;N-t59d11xx;;cego-er0;100;;4;21289;95;
lop;N-t59d11xx;;cego-er0;200;;4;16566;184;
lop;N-t59d11xx;;cego-er0;400;;4;12299;378;
lop;N-t59d11xx;;cego-er0;100;;5;22136;99;
lop;N-t59d11xx;;cego-er0;200;;5;16565;198;
lop;N-t59d11xx;;cego-er0;400;;5;13666;280;
lop;N-t59d11xx;;cego-er0;100;;6;17103;94;
lop;N-t59d11xx;;cego-er0;200;;6;15102;192;
lop;N-t59d11xx;;cego-er0;400;;6;10565;382;
lop;N-t59d11xx;;cego-er0;100;;7;21766;94;
lop;N-t59d11xx;;cego-er0;200;;7;15469;181;
lop;N-t59d11xx;;cego-er0;400;;7;12413;361;
lop;N-t59d11xx;;cego-er0;100;;8;21537;97;
lop;N-t59d11xx;;cego-er0;200;;8;19943;183;
lop;N-t59d11xx;;cego-er0;400;;8;12774;397;
lop;N-t59d11xx;;cego-er0;100;;9;18731;92;
lop;N-t59d11xx;;cego-er0;200;;9;16152;197;
lop;N-t59d11xx;;cego-er0;400;;9;14347;353;
lop;N-t59d11xx;;cego-er0;100;;10;18803;96;
lop;N-t59d11xx;;cego-er0;200;;10;15494;198;
lop;N-t59d11xx;;cego-er0;400;;10;12055;264;
pfsp;rec05;;cego-er0;100;;1;1300;81;
pfsp;rec05;;cego-er0;200;;1;1291;184;
pfsp;rec05;;cego-er0;400;;1;1253;337;
pfsp;rec05;;cego-er0;100;;2;1296;73;
pfsp;rec05;;cego-er0;200;;2;1279;183;
pfsp;rec05;;cego-er0;400;;2;1279;183;
pfsp;rec05;;cego-er0;100;;3;1321;96;
pfsp;rec05;;cego-er0;200;;3;1296;197;
pfsp;rec05;;cego-er0;400;;3;1275;270;
pfsp;rec05;;cego-er0;100;;4;1306;79;
pfsp;rec05;;cego-er0;200;;4;1298;149;
pfsp;rec05;;cego-er0;400;;4;1294;369;
pfsp;rec05;;cego-er0;100;;5;1283;52;
pfsp;rec05;;cego-er0;200;;5;1283;52;
pfsp;rec05;;cego-er0;400;;5;1270;225;
pfsp;rec05;;cego-er0;100;;6;1323;73;
pfsp;rec05;;cego-er0;200;;6;1317;157;
pfsp;rec05;;cego-er0;400;;6;1271;326;
pfsp;rec05;;cego-er0;100;;7;1302;47;
pfsp;rec05;;cego-er0;200;;7;1274;164;
pfsp;rec05;;cego-er0;400;;7;1253;287;
pfsp;rec05;;cego-er0;100;;8;1290;97;
pfsp;rec05;;cego-er0;200;;8;1290;97;
pfsp;rec05;;cego-er0;400;;8;1281;210;
pfsp;rec05;;cego-er0;100;;9;1292;59;
pfsp;rec05;;cego-er0;200;;9;1292;59;
pfsp;rec05;;cego-er0;400;;9;1292;59;
pfsp;rec05;;cego-er0;100;;10;1296;73;
pfsp;rec05;;cego-er0;200;;10;1294;131;
pfsp;rec05;;cego-er0;400;;10;1294;131;
pfsp;rec13;;cego-er0;100;;1;2125;76;
pfsp;rec13;;cego-er0;200;;1;2094;169;
pfsp;rec13;;cego-er0;400;;1;1979;391;
pfsp;rec13;;cego-er0;100;;2;2132;77;
pfsp;rec13;;cego-er0;200;;2;2061;164;
pfsp;rec13;;cego-er0;400;;2;2023;370;
pfsp;rec13;;cego-er0;100;;3;2028;87;
pfsp;rec13;;cego-er0;200;;3;1985;169;
pfsp;rec13;;cego-er0;400;;3;1973;364;
pfsp;rec13;;cego-er0;100;;4;2099;82;
pfsp;rec13;;cego-er0;200;;4;2029;195;
pfsp;rec13;;cego-er0;400;;4;1956;331;
pfsp;rec13;;cego-er0;100;;5;2089;76;
pfsp;rec13;;cego-er0;200;;5;2024;192;
pfsp;rec13;;cego-er0;400;;5;2014;356;
pfsp;rec13;;cego-er0;100;;6;2080;97;
pfsp;rec13;;cego-er0;200;;6;2052;196;
pfsp;rec13;;cego-er0;400;;6;2003;371;
pfsp;rec13;;cego-er0;100;;7;2150;92;
pfsp;rec13;;cego-er0;200;;7;2128;195;
pfsp;rec13;;cego-er0;400;;7;2030;364;
pfsp;rec13;;cego-er0;100;;8;2047;55;
pfsp;rec13;;cego-er0;200;;8;1986;129;
pfsp;rec13;;cego-er0;400;;8;1979;329;
pfsp;rec13;;cego-er0;100;;9;2031;98;
pfsp;rec13;;cego-er0;200;;9;1986;189;
pfsp;rec13;;cego-er0;400;;9;1956;303;
pfsp;rec13;;cego-er0;100;;10;2125;100;
pfsp;rec13;;cego-er0;200;;10;2125;100;
pfsp;rec13;;cego-er0;400;;10;2016;393;
pfsp;rec19;;cego-er0;100;;1;2327;98;
pfsp;rec19;;cego-er0;200;;1;2212;199;
pfsp;rec19;;cego-er0;400;;1;2176;269;
pfsp;rec19;;cego-er0;100;;2;2311;90;
pfsp;rec19;;cego-er0;200;;2;2311;90;
pfsp;rec19;;cego-er0;400;;2;2297;389;
pfsp;rec19;;cego-er0;100;;3;2290;100;
pfsp;rec19;;cego-er0;200;;3;2240;199;
pfsp;rec19;;cego-er0;400;;3;2227;236;
pfsp;rec19;;cego-er0;100;;4;2360;93;
pfsp;rec19;;cego-er0;200;;4;2342;145;
pfsp;rec19;;cego-er0;400;;4;2314;398;
pfsp;rec19;;cego-er0;100;;5;2380;97;
pfsp;rec19;;cego-er0;200;;5;2351;194;
pfsp;rec19;;cego-er0;400;;5;2313;381;
pfsp;rec19;;cego-er0;100;;6;2334;98;
pfsp;rec19;;cego-er0;200;;6;2322;154;
pfsp;rec19;;cego-er0;400;;6;2249;305;
pfsp;rec19;;cego-er0;100;;7;2331;100;
pfsp;rec19;;cego-er0;200;;7;2283;128;
pfsp;rec19;;cego-er0;400;;7;2236;397;
pfsp;rec19;;cego-er0;100;;8;2378;92;
pfsp;rec19;;cego-er0;200;;8;2346;190;
pfsp;rec19;;cego-er0;400;;8;2290;326;
pfsp;rec19;;cego-er0;100;;9;2274;73;
pfsp;rec19;;cego-er0;200;;9;2258;184;
pfsp;rec19;;cego-er0;400;;9;2246;390;
pfsp;rec19;;cego-er0;100;;10;2341;87;
pfsp;rec19;;cego-er0;200;;10;2302;134;
pfsp;rec19;;cego-er0;400;;10;2297;283;
pfsp;rec31;;cego-er0;100;;1;3435;85;
pfsp;rec31;;cego-er0;200;;1;3361;187;
pfsp;rec31;;cego-er0;400;;1;3296;341;
pfsp;rec31;;cego-er0;100;;2;3578;92;
pfsp;rec31;;cego-er0;200;;2;3459;181;
pfsp;rec31;;cego-er0;400;;2;3444;263;
pfsp;rec31;;cego-er0;100;;3;3519;95;
pfsp;rec31;;cego-er0;200;;3;3506;188;
pfsp;rec31;;cego-er0;400;;3;3455;379;
pfsp;rec31;;cego-er0;100;;4;3419;72;
pfsp;rec31;;cego-er0;200;;4;3387;170;
pfsp;rec31;;cego-er0;400;;4;3369;378;
pfsp;rec31;;cego-er0;100;;5;3427;94;
pfsp;rec31;;cego-er0;200;;5;3427;94;
pfsp;rec31;;cego-er0;400;;5;3349;387;
pfsp;rec31;;cego-er0;100;;6;3542;49;
pfsp;rec31;;cego-er0;200;;6;3536;163;
pfsp;rec31;;cego-er0;400;;6;3472;366;
pfsp;rec31;;cego-er0;100;;7;3562;84;
pfsp;rec31;;cego-er0;200;;7;3524;176;
pfsp;rec31;;cego-er0;400;;7;3500;350;
pfsp;rec31;;cego-er0;100;;8;3495;70;
pfsp;rec31;;cego-er0;200;;8;3408;198;
pfsp;rec31;;cego-er0;400;;8;3407;378;
pfsp;rec31;;cego-er0;100;;9;3581;96;
pfsp;rec31;;cego-er0;200;;9;3443;172;
pfsp;rec31;;cego-er0;400;;9;3415;385;
pfsp;rec31;;cego-er0;100;;10;3483;98;
pfsp;rec31;;cego-er0;200;;10;3448;144;
pfsp;rec31;;cego-er0;400;;10;3448;144;
qap;kra30a;;cego-er0;100;;1;115760;88;
qap;kra30a;;cego-er0;200;;1;114460;140;
qap;kra30a;;cego-er0;400;;1;112560;362;
qap;tai35a;;cego-er0;100;;1;2814376;92;
qap;tai35a;;cego-er0;200;;1;2814376;92;
qap;tai35a;;cego-er0;400;;1;2814376;92;
qap;tho30;;cego-er0;100;;1;179228;93;
qap;tho30;;cego-er0;200;;1;175956;194;
qap;tho30;;cego-er0;400;;1;167134;259;
qap;sko42;;cego-er0;100;;1;18672;89;
qap;sko42;;cego-er0;200;;1;18514;153;
qap;sko42;;cego-er0;400;;1;18332;341;
qap;kra30a;;cego-er0;100;;2;115160;89;
qap;kra30a;;cego-er0;200;;2;110770;150;
qap;kra30a;;cego-er0;400;;2;109870;230;
qap;tai35a;;cego-er0;100;;2;2791670;97;
qap;tai35a;;cego-er0;200;;2;2766496;153;
qap;tai35a;;cego-er0;400;;2;2737058;292;
qap;tho30;;cego-er0;100;;2;176916;99;
qap;tho30;;cego-er0;200;;2;168108;196;
qap;tho30;;cego-er0;400;;2;166496;292;
qap;sko42;;cego-er0;100;;2;18660;89;
qap;sko42;;cego-er0;200;;2;18242;171;
qap;sko42;;cego-er0;400;;2;17882;373;
qap;kra30a;;cego-er0;100;;3;115260;81;
qap;kra30a;;cego-er0;200;;3;114660;180;
qap;kra30a;;cego-er0;400;;3;114160;214;
qap;tai35a;;cego-er0;100;;3;2784070;89;
qap;tai35a;;cego-er0;200;;3;2719074;193;
qap;tai35a;;cego-er0;400;;3;2696924;347;
qap;tho30;;cego-er0;100;;3;176498;94;
qap;tho30;;cego-er0;200;;3;170784;173;
qap;tho30;;cego-er0;400;;3;170556;374;
qap;sko42;;cego-er0;100;;3;18596;58;
qap;sko42;;cego-er0;200;;3;18420;172;
qap;sko42;;cego-er0;400;;3;18236;268;
qap;kra30a;;cego-er0;100;;4;122630;89;
qap;kra30a;;cego-er0;200;;4;121660;163;
qap;kra30a;;cego-er0;400;;4;121660;163;
qap;tai35a;;cego-er0;100;;4;2762068;85;
qap;tai35a;;cego-er0;200;;4;2715542;152;
qap;tai35a;;cego-er0;400;;4;2652644;293;
qap;tho30;;cego-er0;100;;4;184516;87;
qap;tho30;;cego-er0;200;;4;173884;192;
qap;tho30;;cego-er0;400;;4;170450;286;
qap;sko42;;cego-er0;100;;4;18800;92;
qap;sko42;;cego-er0;200;;4;18468;199;
qap;sko42;;cego-er0;400;;4;18230;314;
qap;kra30a;;cego-er0;100;;5;113680;98;
qap;kra30a;;cego-er0;200;;5;113280;149;
qap;kra30a;;cego-er0;400;;5;108880;358;
qap;tai35a;;cego-er0;100;;5;2787292;100;
qap;tai35a;;cego-er0;200;;5;2734260;193;
qap;tai35a;;cego-er0;400;;5;2656692;360;
qap;tho30;;cego-er0;100;;5;171446;97;
qap;tho30;;cego-er0;200;;5;168424;127;
qap;tho30;;cego-er0;400;;5;168424;127;
qap;sko42;;cego-er0;100;;5;18816;77;
qap;sko42;;cego-er0;200;;5;18202;184;
qap;sko42;;cego-er0;400;;5;18000;354;
qap;kra30a;;cego-er0;100;;6;116770;68;
qap;kra30a;;cego-er0;200;;6;113630;185;
qap;kra30a;;cego-er0;400;;6;110650;393;
qap;tai35a;;cego-er0;100;;6;2809916;95;
qap;tai35a;;cego-er0;200;;6;2778416;176;
qap;tai35a;;cego-er0;400;;6;2731418;398;
qap;tho30;;cego-er0;100;;6;177002;96;
qap;tho30;;cego-er0;200;;6;168592;197;
qap;tho30;;cego-er0;400;;6;165000;292;
qap;sko42;;cego-er0;100;;6;18948;61;
qap;sko42;;cego-er0;200;;6;18714;130;
qap;sko42;;cego-er0;400;;6;18300;392;
qap;kra30a;;cego-er0;100;;7;125140;91;
qap;kra30a;;cego-er0;200;;7;123520;192;
qap;kra30a;;cego-er0;400;;7;122790;292;
qap;tai35a;;cego-er0;100;;7;2764272;93;
qap;tai35a;;cego-er0;200;;7;2734174;176;
qap;tai35a;;cego-er0;400;;7;2709200;381;
qap;tho30;;cego-er0;100;;7;183308;97;
qap;tho30;;cego-er0;200;;7;179952;181;
qap;tho30;;cego-er0;400;;7;171718;392;
qap;sko42;;cego-er0;100;;7;18650;28;
qap;sko42;;cego-er0;200;;7;18622;123;
qap;sko42;;cego-er0;400;;7;18056;365;
qap;kra30a;;cego-er0;100;;8;116360;92;
qap;kra30a;;cego-er0;200;;8;114460;153;
qap;kra30a;;cego-er0;400;;8;113060;358;
qap;tai35a;;cego-er0;100;;8;2753312;99;
qap;tai35a;;cego-er0;200;;8;2699134;197;
qap;tai35a;;cego-er0;400;;8;2685284;390;
qap;tho30;;cego-er0;100;;8;171620;98;
qap;tho30;;cego-er0;200;;8;169424;175;
qap;tho30;;cego-er0;400;;8;169026;208;
qap;sko42;;cego-er0;100;;8;18722;75;
qap;sko42;;cego-er0;200;;8;18460;131;
qap;sko42;;cego-er0;400;;8;18334;273;
qap;kra30a;;cego-er0;100;;9;117430;98;
qap;kra30a;;cego-er0;200;;9;115030;133;
qap;kra30a;;cego-er0;400;;9;114230;331;
qap;tai35a;;cego-er0;100;;9;2846980;4;
qap;tai35a;;cego-er0;200;;9;2767158;184;
qap;tai35a;;cego-er0;400;;9;2767158;184;
qap;tho30;;cego-er0;100;;9;176938;94;
qap;tho30;;cego-er0;200;;9;171846;200;
qap;tho30;;cego-er0;400;;9;168296;352;
qap;sko42;;cego-er0;100;;9;18886;99;
qap;sko42;;cego-er0;200;;9;18618;193;
qap;sko42;;cego-er0;400;;9;18368;360;
qap;kra30a;;cego-er0;100;;10;114020;75;
qap;kra30a;;cego-er0;200;;10;114020;75;
qap;kra30a;;cego-er0;400;;10;110950;285;
qap;tai35a;;cego-er0;100;;10;2839472;41;
qap;tai35a;;cego-er0;200;;10;2770372;200;
qap;tai35a;;cego-er0;400;;10;2753840;384;
qap;tho30;;cego-er0;100;;10;192200;90;
qap;tho30;;cego-er0;200;;10;182046;198;
qap;tho30;;cego-er0;400;;10;171112;381;
qap;sko42;;cego-er0;100;;10;18854;76;
qap;sko42;;cego-er0;200;;10;18710;197;
qap;sko42;;cego-er0;400;;10;18282;397;
